run_id,Time Elapsed/s,3DBall.Environment.CumulativeReward.mean,batch_size,learning_rate,CPU Model,Operating System,GPU Model,buffer_size,beta,epsilon,lambd,num_epoch,shared_critic,learning_rate_schedule,beta_schedule,epsilon_schedule,timestamp,CPU Cores,CPU Frequency,Total RAM,DRL Algorithm Used,lambda,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon
max-lambda0.925-config3-0,122.0,4.172688,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:21:08Z,14.0,2600.00 MHz,15.63 GB,PPO,0.925,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.925-config3-1,123.0,3.286546,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:23:14Z,14.0,2600.00 MHz,15.63 GB,PPO,0.925,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.925-config3-2,117.0,5.748001,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:25:21Z,14.0,2600.00 MHz,15.63 GB,PPO,0.925,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.95-config3-0,123.0,5.175917,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:27:22Z,14.0,2600.00 MHz,15.63 GB,PPO,0.95,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.95-config3-1,120.0,11.753193,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:29:29Z,14.0,2600.00 MHz,15.63 GB,PPO,0.95,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.95-config3-2,121.0,5.006092,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:31:34Z,14.0,2600.00 MHz,15.63 GB,PPO,0.95,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.975-config3-0,116.0,5.764741,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:33:39Z,14.0,2600.00 MHz,15.63 GB,PPO,0.975,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.975-config3-1,120.0,6.288344,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:35:40Z,14.0,2600.00 MHz,15.63 GB,PPO,0.975,True,128.0,1.0,0.99,100000.0,1000.0
max-lambda0.975-config3-2,115.0,5.593297,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-11-30T23:37:44Z,14.0,2600.00 MHz,15.63 GB,PPO,0.975,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.05-config3-0,118.0,2.161035,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.05,,3,,,,,2025-11-30T23:58:15Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.05-config3-1,116.0,2.074536,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.05,,3,,,,,2025-12-01T00:00:18Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.05-config3-2,129.0,2.070448,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.05,,3,,,,,2025-12-01T00:02:18Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.1-config3-0,122.0,2.55061,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.1,,3,,,,,2025-12-01T00:04:31Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.1-config3-1,127.0,3.952941,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.1,,3,,,,,2025-12-01T00:06:38Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.1-config3-2,116.0,2.535455,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.1,,3,,,,,2025-12-01T00:08:49Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.015-config3-0,123.0,2.018961,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.015,,3,,,,,2025-12-01T00:10:49Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.015-config3-1,121.0,1.799517,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.015,,3,,,,,2025-12-01T00:12:56Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.015-config3-2,134.0,1.653563,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.015,,3,,,,,2025-12-01T00:15:01Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.2-config3-0,122.0,5.88266,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-12-01T00:17:19Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.2-config3-1,123.0,5.986391,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-12-01T00:19:26Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.2-config3-2,121.0,4.450926,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.2,,3,,,,,2025-12-01T00:21:34Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.25-config3-0,119.0,5.842775,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.25,,3,,,,,2025-12-01T00:23:40Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.25-config3-1,116.0,18.524593,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.25,,3,,,,,2025-12-01T00:25:44Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.25-config3-2,115.0,8.525001,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.25,,3,,,,,2025-12-01T00:27:44Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.3-config3-0,119.0,11.678497,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.3,,3,,,,,2025-12-01T00:29:49Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.3-config3-1,121.0,11.629034,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.3,,3,,,,,2025-12-01T00:31:53Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.3-config3-2,121.0,22.239219,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.3,,3,,,,,2025-12-01T00:33:59Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.35-config3-0,114.0,44.169237,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.35,,3,,,,,2025-12-01T00:36:05Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.35-config3-1,115.0,55.955009,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.35,,3,,,,,2025-12-01T00:38:03Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.35-config3-2,113.0,34.578793,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.35,,3,,,,,2025-12-01T00:40:03Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.4-config3-0,119.0,31.535902,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.4,,3,,,,,2025-12-01T00:42:01Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.4-config3-1,115.0,71.829423,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.4,,3,,,,,2025-12-01T00:44:04Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.4-config3-2,118.0,36.356672,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.4,,3,,,,,2025-12-01T00:46:03Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.5-config3-0,101.0,93.930784,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.5,,3,,,,,2025-12-01T00:53:37Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.5-config3-1,122.0,93.161552,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.5,,3,,,,,2025-12-01T00:55:23Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.5-config3-2,117.0,95.623091,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.5,,3,,,,,2025-12-01T00:57:29Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.45-config3-0,118.0,92.900014,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.45,,3,,,,,2025-12-01T01:03:53Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.45-config3-1,120.0,90.778586,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.45,,3,,,,,2025-12-01T01:05:56Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.45-config3-2,119.0,17.930161,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.45,,3,,,,,2025-12-01T01:08:00Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.55-config3-0,122.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.55,,3,,,,,2025-12-01T01:10:04Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.55-config3-1,118.0,93.25386,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.55,,3,,,,,2025-12-01T01:12:11Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.55-config3-2,112.0,90.064299,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.55,,3,,,,,2025-12-01T01:14:14Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.6-config3-0,117.0,78.162512,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.6,,3,,,,,2025-12-01T01:16:11Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.6-config3-1,120.0,98.923092,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.6,,3,,,,,2025-12-01T01:18:12Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.6-config3-2,121.0,94.707707,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.6,,3,,,,,2025-12-01T01:20:17Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.65-config3-0,116.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.65,,3,,,,,2025-12-01T01:22:23Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.65-config3-1,117.0,95.991681,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.65,,3,,,,,2025-12-01T01:24:23Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.65-config3-2,118.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.65,,3,,,,,2025-12-01T01:26:24Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.7-config3-0,119.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.7,,3,,,,,2025-12-01T01:28:27Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.7-config3-1,116.0,90.335728,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.7,,3,,,,,2025-12-01T01:30:31Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.7-config3-2,121.0,98.961554,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.7,,3,,,,,2025-12-01T01:32:32Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.75-config3-0,205.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.75,,3,,,,,2025-12-01T01:40:28Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.75-config3-1,222.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.75,,3,,,,,2025-12-01T01:43:58Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
max-eps0.75-config3-2,220.0,100.000015,64,0.0003,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",Windows 10,Unknown GPU,12000,0.001,0.75,,3,,,,,2025-12-01T01:47:53Z,14.0,2600.00 MHz,15.63 GB,PPO,0.99,True,128.0,1.0,0.99,100000.0,1000.0
benchmark,40.0,3.228986,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-12T18:08:02Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
doubleBatchSize,32.0,3.264,128,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-12T18:10:04Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
halfBufferSize,35.0,32.785299,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,6000,0.001,0.2,,3,,,,,2025-11-12T18:11:38Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
doubleLearningRate,35.0,3.991526,64,0.0006,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-12T18:13:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
doubleBeta,33.0,2.925926,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.002,0.2,,3,,,,,2025-11-12T18:16:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
halfEpsilon,52.0,1.651835,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.1,,3,,,,,2025-11-12T18:18:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
doubleNum_Layers,36.0,1.971355,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.1,,3,,,,,2025-11-12T18:20:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,4.0,0.99,500000.0,1000.0
doubleMax_Steps,32.0,1.788221,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.1,,3,,,,,2025-11-12T18:22:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,100000.0,1000.0
halfTimeHorizon,35.0,1.702797,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.1,,3,,,,,2025-11-12T18:23:54Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,50000.0,500.0
11kBufferSize,35.0,4.072688,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,11000,0.001,0.2,,3,,,,,2025-11-13T16:12:49Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
10kBufferSize,35.0,5.646328,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,10000,0.001,0.2,,3,,,,,2025-11-13T16:13:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
9kBufferSize,37.0,10.938146,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,9000,0.001,0.2,,3,,,,,2025-11-13T16:15:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
8kBufferSize,34.0,7.712215,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,8000,0.001,0.2,,3,,,,,2025-11-13T16:16:39Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
7kBufferSize,35.0,22.908003,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,7000,0.001,0.2,,3,,,,,2025-11-13T16:17:45Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
5kBufferSize,51.0,65.172232,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,5000,0.001,0.2,,3,,,,,2025-11-13T16:19:42Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
4kBufferSize,33.0,84.84287,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,4000,0.001,0.2,,3,,,,,2025-11-13T16:23:38Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
3kBufferSize,68.0,85.478584,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,3000,0.001,0.2,,3,,,,,2025-11-13T16:25:33Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
2kBufferSize,46.0,89.128585,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,2000,0.001,0.2,,3,,,,,2025-11-13T16:27:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
1kBufferSize,36.0,77.681262,64,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,1000,0.001,0.2,,3,,,,,2025-11-13T16:28:38Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
60Batch_Size,32.0,3.104895,60,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:29:57Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
56Batch_Size,35.0,3.605883,56,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:30:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
52Batch_Size,35.0,4.910101,52,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:32:05Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
48Batch_Size,37.0,2.893,48,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:33:00Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
44Batch_Size,36.0,3.051211,44,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:34:24Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
40Batch_Size,40.0,4.581043,40,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:35:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
36Batch_Size,36.0,3.123944,36,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:36:37Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
32Batch_Size,39.0,3.089511,32,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:37:44Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
28Batch_Size,41.0,3.62874,28,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:39:03Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
24Batch_Size,37.0,3.165481,24,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:40:03Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
20Batch_Size,45.0,4.06638,20,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,12000,0.001,0.2,,3,,,,,2025-11-13T16:41:02Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,2.0,0.99,500000.0,1000.0
